CA;ResultatNet;ValeurAjoutee;EBE;ResultatExploitation;ActifsEconomiques;FondsPropresNet;TotalBilan;FondsRoulement;BFR;CapitauxPermanents;ActifsImmobilises;ActifsImmobilisesHP;CashFlowNet;Tresorerie;ChargesFinancieres;DMLT;ChargesPersonnel;AchatsConsommes;AchatsTTC;MoyenneStocks;MoyenneCreances;MoyenneDettesFournisseurs;Defaut
18111540;509076;3780221;2759763;4008717;5434983;6233588;3636257.143;1985854;2139599;3913416;4058664;4058664;1346793;-153745;3607332;7183795;3311696;2744012;2944853;2590806;2144640;2595847;1
62008754;-5500224;23360727;18518158;18535198;20191097;20984525;137624477.8;11498629;13296697;12098946;20844920;20844920;6073077;-1798068;11949310;19865361;11658885;9653766;11562444;10399226;11020578;8123107;1
25373754;6237943;5428686;3686244;8491170;7350988;7424579;56708572.73;3659576;4411994;4343934;4101977;4101977;1290392;-752418;4024323;8527961;4330300;2719953;3972714;4072735;3515934;3176675;1
73665781;22057149;29250461;19655416;35719918;22155873;18999250;441142980;7999645;10777334;13756026;25407927;25407927;6029469;-2777689;8214749;18209741;11521373;12231713;11209311;8933638;13218819;11375123;0
51017128;11912537;14012961;11234116;19315671;12972922;16652757;108295790.9;6810174;6609796;7863178;15877742;15877742;5086730;200378;8751301;14670878;8279278;8332459;9301789;8246716;5644322;7281242;1
23624239;2930953;6746843;5299788;11097166;6617210;7962810;41870757.14;3412457;2950621;4428815;5209461;5209461;1688529;461836;3066143;6561996;2898934;4669187;3847209;2734633;3460739;3244751;0
12702744;520036;4683418;3418051;4194572;4159307;4903050;4000276.923;2453071;598482;3448151;1952618;1952618;1259113;1854589;1866519;4762770;1878883;1406665;1932304;1421979;1380579;2204076;1
55898349;11575807;12990441;9797105;17016476;22326134;18278471;105234609.1;7634047;4920462;17835712;11943335;11943335;3776851;2713585;9385293;19975100;9521480;7912658;12511018;9291496;6479409;10850443;1
66103350;12651599;25540933;20206532;33383255;16032332;24266139;180737128.6;11793811;7849772;13856550;17984849;17984849;3547385;3944039;11234653;13381771;8103671;8396948;14411776;12608440;7942198;12700866;0
5957360;648387;2573170;1930577;2684542;1443297;1968874;5403225;685601;941254;1072191;1625114;1625114;548460;-255653;1134301;1407934;730583;1050608;1262312;1133554;758073;950373;0
45811936;5743341;20076965;13728584;23759417;16847966;11378358;38288940;6938573;7166995;10776668;10288776;10288776;3279559;-228422;4715355;10162977;7174187;6736219;9530646;8793816;5171232;6798053;0
27855879;4037034;6052113;4080459;11309155;5094187;10866594;44855933.33;2990694;2108722;7004805;7072992;7072992;2054849;881972;3954754;7708003;4883967;4624538;6339016;2908836;4213115;5013229;0
52290487;3920223;21179904;16628437;17290007;8903454;9692845;35638390.91;7473305;3032493;13591112;8553941;8553941;4825135;4440812;6236840;20863132;7900508;8268433;8215663;5805082;6512685;9285274;1
56176511;2545248;20507735;15747335;13152289;16431261;11190437;50904960;10391945;6974303;16247001;9068729;9068729;3385169;3417642;11062423;21763275;10198524;5688946;13971526;6000773;9268634;8295104;1
50477801;-4199035;20757695;14060041;18359754;18481606;9502405;110770640;7198353;6712659;9715155;10102266;10102266;2673602;485694;9929934;15123778;7064335;9492323;8776615;8268974;8332284;9888599;1
33550084;5885681;13668729;10938008;16001266;7365647;6651124;117713620;6696117;5248729;10886072;6684176;6684176;2602424;1447388;4172424;8515236;4861158;4902856;6461009;5596541;6334006;6681818;0
71328839;16222233;29877627;22015084;22416609;20025677;26151933;108148220;11965988;15693626;19620722;22311766;22311766;5618192;-3727638;12518636;25280505;11113089;11966295;15608553;12476543;11457718;8240635;1
34642597;9849603;15299953;11828985;14614436;12247055;5849648;109440033.3;4602197;2449002;10691722;11915069;11915069;1943766;2153195;6016119;8118574;5893468;5928857;8623515;4721274;4300119;6572391;0
3962181;1017587;1345214;1061795;1630491;986119;965393;9250790.909;676248;604982;1012330;647972;647972;288892;71266;673592;1126799;531299;404969;749494;703574;465060;563652;0
35339038;9519911;8854127;6967011;11781646;8934538;10768542;135998728.6;4919902;6901435;11120543;9040728;9040728;2773989;-1981533;6077785;11281608;6197999;3951470;5923707;5313554;6266049;4678168;1
19972337;-839232;8397679;5770494;8274684;6803620;7211057;65511087.5;2015784;542281;6473531;5632620;5632620;1546894;1473503;3463382;5055586;3178685;3761834;4764869;2179863;2196295;3833877;0
61325448;16552897;13237236;9524763;21717217;14807288;21477189;183921077.8;8980979;6686163;11768577;19854272;19854272;3746816;2294816;7950231;20333771;11324229;6884762;9911629;8790857;7685178;9789872;1
11960935;3227381;4323947;3460233;5627304;2561765;4685872;53789683.33;2081692;1944579;2862570;3456843;3456843;960965;137113;1336097;3279404;1718130;2264290;2951134;2039843;2225527;2320791;0
51852421;-3855229;16453141;11799968;23773298;13502882;14103700;128725666.7;6807391;8599551;9616919;11269338;11269338;2671814;-1792160;8061111;12783442;7234570;9360267;11813568;6157035;8049023;5606507;1
2893069;-32687;954919;683790;1215659;925687;908746;5613513.333;360379;404609;622598;671511;671511;225952;-44230;399221;722063;556126;556800;698128;454844;398583;448818;1
9908829;1280182;3423918;2763402;3674288;1692188;2633778;9144157.143;1151275;1310392;3174450;1975860;1975860;573153;-159117;1670950;3105928;1457663;1209028;1574559;1206207;1646800;1542615;1
17316834;905519;6849510;4920699;7404155;4836023;5342893;6965530.769;1813409;1622740;3502880;5733844;5733844;1231828;190669;2010557;5637511;2264611;1892035;4050352;2227546;1913938;2518744;0
48921983;-1607333;10364774;8133913;23641529;9871343;15637395;55148086.67;7266632;5357851;15604673;7968197;7968197;3736505;1908781;8732986;10332264;6215204;8796328;10200430;6867907;6588121;8098177;0
61168579;1852153;26252113;20303135;18239381;14333966;19090449;15434608.33;7130103;8794076;13764194;15624640;15624640;3366275;-1663973;11775494;20937073;10216631;11142819;10000888;9100503;6840432;7146859;1
20102425;307811;4979570;3665888;8863725;4586012;5196939;2798281.818;2420073;3765758;4360185;6505950;6505950;1663525;-1345685;2801305;5751476;2685919;3495202;3381348;3753548;3949088;3936878;0
39527551;-901346;17498952;11649812;17742719;7545807;15370028;52136885.71;6029339;4720056;12472506;6977204;6977204;2108017;1309283;6855454;8020461;6908917;6590412;9049283;7327669;4016814;6624427;0
46818489;2740696;11063559;8234617;16326292;16317571;9112044;54813920;6943129;9523786;9800186;13067312;13067312;3043443;-2580657;5777050;18535960;6179187;7940190;9191080;5900889;8380672;4757775;1
29100284;-1717623;11513514;8550411;8602794;9831212;5421579;71636983.33;3078419;4362399;6748066;7870548;7870548;2143993;-1283980;3771482;11079213;5646795;4458917;6607977;4099955;5524409;5261965;1
43843671;347197;13756165;9708316;23633666;13327175;9391570;2893308.333;8529163;7044500;9930436;7889710;7889710;3869927;1484663;5320536;9082263;5807206;5516012;7161227;8320545;6020787;7296832;0
74128752;-3141789;23831385;17332740;31397483;19346229;28650987;126523135.7;13793367;7026583;17328628;18888153;18888153;6236695;6766784;12533787;18477350;11720132;10088793;11790502;13783650;7815865;14572932;0
38698709;-880445;12695751;9000972;14271373;14012252;11132813;63535916.67;5655771;7076597;11226263;8752673;8752673;2233273;-1420826;7192399;10018565;7216372;7394640;6122693;7236999;5890766;6051168;1
60055847;6649350;18756678;12806600;18299668;22378717;20214381;55411250;7177553;12390918;15193067;18179042;18179042;3611800;-5213365;9674897;22312385;9768897;6986028;11815816;11632357;9156607;8398046;1
9017117;2672264;3939713;2741574;1960578;1510780;2354471;22268866.67;1440837;2085378;1750640;2838090;2838090;619406;-644541;1669814;3605435;1781290;1191062;2068165;1466247;1761632;1142501;1
17591256;137116;6896739;5135168;9203328;5786644;3471716;979400;2116050;2026882;4359420;2834444;2834444;1270372;89168;1910639;3694159;2783130;3375925;3055300;2418660;1802306;2194084;0
55106180;16213436;22424067;14986746;20326039;17388351;10543497;162134360;5924054;8399474;15801812;14923787;14923787;3170225;-2475420;6996420;20623277;7160444;10648136;12271134;7445443;8969924;8015893;1
58385747;785551;24484821;19046498;21662229;20472535;13655799;8728344.444;7465916;14176485;13847847;9966999;9966999;4353020;-6710569;10662482;18581951;7479085;9082784;13602179;10956394;9279969;6059878;1
8787066;414965;1934320;1376005;4273436;2005309;1612346;4610722.222;1034806;467181;2639106;2035716;2035716;761149;567625;1064965;1907752;1540913;1538560;1690422;1020288;1187632;1740739;0
31399386;277605;6301283;4436442;11415137;7446370;12129374;2776050;4075308;5860422;9099989;10389214;10389214;2256582;-1785114;4977222;11146569;3860458;5532288;5551637;5201762;4105245;3446585;1
42644944;11507891;18247515;13751961;23995801;11279704;16102617;115078910;5915701;3420921;12480113;7511755;7511755;3372662;2494780;4573000;8834375;5241768;4905070;8632574;5163035;5954546;7696660;0
63106983;381371;13919072;9889729;24304473;13686773;20406702;2724078.571;10943953;8815626;17395853;19052162;19052162;5709350;2128327;10122695;16878788;11801027;6725364;14416897;7950478;8615682;7750534;0
46148706;-82378;9836743;7334083;14684186;7144740;15835947;76002163.64;6959357;4160197;9510418;8991940;8991940;4405185;2799160;6531299;17333937;7599284;8266533;11531954;5953730;6090692;7884225;1
6974484;2037530;1655537;1185038;2901485;1523087;1730920;18523000;830129;1012367;1710911;1620482;1620482;590627;-182238;870532;1835879;1366588;895467;1737039;1351167;731060;1069860;0
57957701;12033144;22965432;16040846;26167067;12710444;14010124;92562646.15;5800254;14155810;15851357;15483155;15483155;3610854;-8355556;7409474;12889119;11492041;8203449;9675160;9919389;10408169;6171748;0
58649622;-3824374;22154541;16677471;31266016;17390369;20753632;156289733.3;11647831;10439649;12834386;17602119;17602119;4681127;1208182;7088705;13092613;7202288;10992432;8863191;6797345;11083437;7441133;0
51595990;-308987;21672666;14623504;16319856;12384476;11372426;118641255.6;8402249;7967402;13609201;10434979;10434979;2777052;434847;6510569;19418595;9346970;5814919;11008441;7974192;7907382;7914172;1
71007194;-5555126;23934142;16378261;23846228;18617097;26337460;98271990.91;12846205;6038710;18424066;23582182;23582182;5870436;6807495;12773471;24897952;9489543;10234087;17109707;11111233;8671977;13744500;1
32119001;8698770;12660972;9693069;13627549;8333751;9852018;66913615.38;5044411;5347042;10557479;5651476;5651476;2941443;-302631;4018303;10476861;3996288;4917498;5069553;5688867;5230935;5572760;0
24888558;6573677;9639286;6817450;9818713;4652371;5971934;131473540;3789189;4486565;3855077;5246879;5246879;2341932;-697376;3204896;8634492;3230457;3169524;4970538;4619644;3300806;3433885;0
22814105;-2100362;6508814;4611669;9756564;6210728;7901352;21009772.73;2995987;2763126;5725849;7613714;7613714;1758960;232861;3888812;6300588;2868141;3877520;3747537;3097031;3556151;3890056;0
64364330;5230758;15188289;12106452;28733231;22967878;21335988;43589650;12041344;15543786;12628917;16011770;16011770;4900150;-3502442;10270796;13312697;12047606;9508287;11357657;12165711;10852598;7474523;0
38816741;7133592;13398912;10810723;12105394;7342495;13464380;89169900;6798042;7203358;8259213;12444753;12444753;2154672;-405316;6622102;12487637;7601608;6195401;9138022;7532249;6271496;6600387;1
52805328;1690183;19380750;13139813;21623233;19071575;13518757;18779811.11;10484259;8422136;15567189;14275414;14275414;3675787;2062123;7713561;14676945;8791589;7565879;12878546;9284694;7933902;8796460;0
32959552;627020;14792064;11824882;13888407;7140685;12795452;6966888.889;5857422;3914766;10272228;10801862;10801862;2385949;1942656;4104851;9260694;5705600;5697768;7570747;4866269;5364818;6316321;0
64600961;-1520213;15624144;11089151;28667507;17915183;22477553;121792321.4;7272831;5565451;19442861;13180573;13180573;5676198;1707380;10432342;12955590;12545522;11475921;12519272;7270262;8356713;10061524;0
25672817;3383279;11093392;8640189;11465902;8474822;5818517;67665580;4950906;3615048;6198293;5444113;5444113;1897663;1335858;3171119;5657249;5378547;4198829;5255411;3443905;4798277;4627134;0
2823570;120855;1091794;735834;744237;471892;730115;1342833.333;424912;691629;927478;818613;818613;218252;-266717;410705;1106280;562348;477160;477930;561558;449826;319755;1
13176949;2406492;4263136;2894250;4347659;4131143;2743654;24064920;1569482;2374200;1993469;3943896;3943896;1288938;-804718;2393242;3689750;2746298;2073426;2177543;1842180;2389489;1857469;1
13107098;-1215195;5662037;4018910;7459391;4742698;4784188;19165075;2216326;1907188;4008288;3932416;3932416;1229591;309138;1323866;2705472;1618369;1341157;3275179;2261399;1754580;2108791;0
43681511;8634888;18698337;14908466;15124944;8814787;10572510;95943200;6640218;7552139;11713472;11623749;11623749;2910317;-911921;5897467;16627776;6031324;5415598;8910583;7087346;5621107;5156314;1
57021467;9751411;14875933;10512885;19829688;21780416;8868183;195028220;8698990;4318321;8969953;19054972;19054972;4754259;4380669;8434309;18673895;10083575;11384554;12341163;6004338;8795312;10481329;1
28059347;4354755;11334206;7671560;15093523;8304311;5981531;72579250;5195955;4913883;5399938;5712104;5712104;1785814;282072;3526803;5985704;3453317;4611697;5380459;3152423;5278686;3517226;0
33857227;1659689;7162240;5168345;15964214;9796123;12308801;16596890;5775934;4422951;8128566;8909713;8909713;2894419;1352983;3717479;9054636;5120898;3993159;5514745;5320975;3523461;4421485;0
33243904;7898140;12165505;9702006;14576122;13287697;11098497;60754923.08;6085883;6664591;6054694;8104860;8104860;3179577;-578708;5513601;8382229;4771952;4017050;5569931;4986032;6215604;4537045;0
1686047;276527;422761;288237;733181;545227;445479;1843513.333;184832;197857;506494;366504;366504;119818;-13025;278162;379562;295142;180669;325653;187792;211764;201699;0
57705536;-3095012;13942925;10818640;22631712;8770680;20143610;189211088.9;11261535;11712895;16124174;18357364;18357364;3947228;-451360;10799668;13133944;11140212;9216633;13930213;6372440;11385722;6045267;1
57525153;3796066;23509343;17586834;25802372;19620801;19811868;37960660;10377609;11993568;17963328;13871596;13871596;5354287;-1615959;8387430;11742462;11592889;6500212;9230316;8003378;11289140;7298950;0
56055170;-761623;23738799;17914036;18205970;18814940;17708010;65828246.67;9418325;8784068;12126320;12761315;12761315;4990879;634257;7215653;19713401;10920146;6440346;11974528;10291121;8301911;9808964;1
29582517;5077022;8963377;6250847;9557111;11607005;11196246;63462775;4802504;3128553;8977757;4617845;4617845;2200874;1673951;4002086;11243413;4779907;4667093;5783802;4156495;3192748;4220690;1
32149905;745254;7237528;5641077;12310491;5977594;9201734;12420900;3833906;4784954;9572741;9397912;9397912;2819630;-951048;5534070;7574458;6730886;3481930;7238648;4605047;4846820;4666913;0
13921729;3749224;6188309;4943268;5339791;3577011;5566217;37492240;1697452;735205;4591782;2868868;2868868;840767;962247;2127497;3857734;2596707;2489000;2610085;1770665;1461111;2496571;0
65976237;7953709;20547899;15223624;28479657;18503691;18348474;72306445.45;8994578;9885285;10142710;17479156;17479156;5081226;-890707;9944080;16779519;10772981;10833408;11338501;8102943;8616538;6834196;0
23121353;4826923;10130213;6830745;7375747;3630243;7182318;34478021.43;2453207;5842051;5155266;6320260;6320260;2249203;-3388844;4097905;8052880;3594821;4448652;3983745;3943952;4583675;2685576;1
64833748;878247;21056337;15035608;21678567;21980422;20995890;14637450;11803094;9030149;15487536;20291275;20291275;4740148;2772945;11439504;22784489;8931188;9797167;11436162;8903228;7726348;7599427;1
47955344;-4597264;13541723;10812178;23840429;7923107;12594324;60098545.45;8350088;8865900;15036379;11183921;11183921;2679908;-515812;7028906;10355654;6730355;7493381;11736476;7180467;7581774;5896341;1
37169818;1648065;12320606;8313287;10472272;6891219;8544830;16480650;6395334;8533308;6775417;10882751;10882751;3691430;-2137974;6270639;13975697;6451210;6749401;9134668;7358120;5187684;4012496;1
15230841;-58554;4965957;3674738;3791762;4276640;2914097;13392192.31;1743869;3316370;4935715;3358918;3358918;1113771;-1572501;2861720;5891796;2685563;1682568;3791917;2473471;2900147;2057248;1
65939391;4996546;15078468;10140328;15680017;13032802;13336107;49965460;6981345;9915248;14375523;22790860;22790860;5087887;-2933903;12647517;24080965;13530892;7729654;13500061;8651286;9932963;8669001;1
60227940;-5308535;17564541;11952197;28500450;17199239;20643129;94192461.54;8548664;11729883;12625754;9171054;9171054;5829521;-3181219;7573415;14585987;9568088;8901299;10344699;10558532;9920775;8749424;1
68829264;-2028543;16365999;11244896;29467295;27207776;18208375;135130964.3;8503924;8246561;17355698;15059557;15059557;6591569;257363;8285377;18704709;12371883;10962668;14973753;12470508;7669868;11893815;0
20484642;-1726599;5322326;4210689;5312054;5096438;7984907;62243633.33;3174512;3489395;5981190;5771646;5771646;1612739;-314883;3926225;8088464;3157899;3669116;4290312;4004079;3248960;3763644;1
22582265;6422012;6184325;4174252;10728757;8401243;6619197;80275150;4221393;1650503;4978390;3518093;3518093;2102888;2570890;2747000;5272547;3833961;4352179;5317321;3010350;2935185;4295032;0
